range,content,summary,similarity
"[9958, 9959, 9960, 9961, 9962]","""Tomorrow we can try to find the Fremen who--"" ""Most intruders here regret finding the Fremen!"" It was a heavy masculine voice chopping across his words, shattering the moment. The voice came from above them and to their right. ""Please do not run, intruders,"" the voice said as Paul made to withdraw into the defile.",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.22544405
"[17198, 17199, 17200, 17201, 17202]","""I believe my entourage has been placed under the protection of your ducal word,"" he said. ""My question was for information only,"" Paul said. ""I wish to know if a Harkonnen is officially a part of your entourage or if a Harkonnen is merely hiding behind a technicality out of cowardice."" The Emperor's smile was calculating. ""Anyone accepted into the Imperial company is a member of my entourage.""",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.22401032
"[88, 89, 90, 91, 92]","""Yes."" He studied the tallness of her, saw the hint of tension in her shoulders as she chose clothing for him from the closet racks. Another might have missed the tension, but she had trained him in the Bene Gesserit Way -- in the minutiae of observation. She turned, holding a semiformal jacket for him. It carried the red Atreides hawk crest above the breast pocket.",Dune: House Atreides (Dune: House Atreides Book 1),0.22392285
"[2958, 2959, 2960, 2961, 2962]","""Is Thufir in trouble. Sire?"" ""He's lost only two agents, but his advance men gave us an excellent line on the entire Harkonnen setup here. If we move fast we may gain a measure of security, the breathing space we require. He wants as many men as you can spare- -men who won't balk at a little knife work.""",Dune: House Atreides: A Novel Based on Frank Herbert's Dune Universe,0.22333859
"[16945, 16946, 16947, 16948, 16949]","Instead, they'd existed from moment to moment, hoping the seas in which they swam might produce a new host when the old one died. The Guild navigators, gifted with limited prescience, had made the fatal decision: they'd chosen always the clear, safe course that leads ever downward into stagnation. Let them look closely at their new host, Paul thought. ""There's also a Bene Gesserit Reverend Mother who says she's a friend of your mother,"" Gurney said. ""My mother has no Bene Gesserit friends.""",Sisterhood of Dune,0.22317334
"[2169, 2170, 2171, 2172, 2173]","And the people! Those townswomen we passed on the way here wailing beneath their veils. The way they looked at us."" She folded her arms across her breast, hugging herself, feeling the crysknife there, a blade ground from a sandworm's tooth, if the reports were right. ""It's just that we're strange to them--different people, different customs.",Sandworms of Dune: A Novel of the Planet Called Shai-Hulud (Dune: House Atreides Book 1),0.22297627
"[14524, 14525]","""The men are eager to raid with you in the Harkonnen sinks,"" Stilgar said. ""The sinks are only a thumper away.""",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.2226564
"[15988, 15989]","Where was that place?"" Through it all threaded the realization that her son was the Kwisatz Haderach, the one who could be many places at once.",Systems and methods for determining a location of a user in a virtual reality environment,0.22246331
"[2683, 2684, 2685, 2686, 2687, 2688, 2689]","But this room embodied a statement far more significant than the lack of waterseals on outer doors. She estimated that this pleasure room used water enough to support a thousand persons on Arrakis--possibly more. Jessica moved along the window, continuing to stare into the room. The move brought into view a metallic surface at table height beside the fountain and she glimpsed a white notepad and stylus there partly concealed by an overhanging fan leaf. She crossed to the table, noted Hawat's daysigns on it, studied a message written on the pad: ""TO THE LADY JESSICA-- May this place give you as much pleasure as it has given me. Please permit the room to convey a lesson we learned from the same teachers: the proximity of a desirable thing tempts one to overindulgence. On that path lies danger.","Dune: Dune, Book I of Dune Messiah, Children of Dune, God Emperor of Dune, Heretics of Dune, Chapterhouse: Dune",0.22163403
"[2210, 2211, 2212]","In her manner, in many ways, Jessica was like his Wanna. Yet that thought carried its own rigors, hardening him to his purpose. The ways of the Harkonnen cruelty were devious.",Dune: House Atreides (House Atreides Trilogy Book 1),0.22127567
"[7777, 7778, 7779, 7780, 7781, 7782, 7783]","He tilted his head, looking sideways up at Hawat. ""This is clearly a time for water decision. Both wounded and unwounded must look to the tribe's future."" The tribe's future, Hawat thought. The tribe of Atreides. There's sense in that. He forced himself to the question he had been avoiding.","House Atreides: Book One: Dune: The Graphic Novel, Vol. 1",0.2210412
"[14435, 14436, 14437, 14438]","This was the true instant of the testing: if he had planted the hooks correctly at the leading edge of a ring segment, opening the segment, the worm would not roll down and crush him. The worm slowed. It glided across the thumper, silencing it. Slowly, it began to roll -- up, up -- bringing those irritant barbs as high as possible, away from the sand that threatened the soft inner lapping of its ring segment.",Method and apparatus for treating a subterranean formation,0.22066018
"[10149, 10150, 10151, 10152, 10153, 10154, 10155, 10156, 10157, 10158, 10159, 10160, 10161]","This will have the dual benefit of bringing both greater obedience and greater bravery. We must depend not so much on the bravery of individuals, you see, as upon the bravery of a whole population."" Where is my population now when I need it most? Kynes thought. He summoned all his strength, moved his hand a finger's width toward the nearest hawk. It hopped backward among its companions and all stood poised for flight. ""Our timetable, will achieve the stature of a natural phenomenon,"" his father said. ""A planet's life is a vast, tightly interwoven fabric. Vegetation and animal changes will be determined at first by the raw physical forces we manipulate. As they establish themselves, though, our changes will become controlling influences in their own right--and we will have to deal with them, too. Keep in mind, though, that we need control only three per cent of the energy surface--only three per cent--to tip the entire structure over into our self-sustaining system."" Why aren't you helping we? Kynes wondered.",Dune: House Atreides (Frank Herbert's Dune: House Atreides Book 1),0.22058897
"[15453, 15454, 15455, 15456, 15457]","She felt that Caladan had happened to some other person. In the nearly three years since then, she had become another person. Having to confront Gurney forced a reassessment of the changes. Paul's coffee service, the fluted alloy of silver and jasmium that he had inherited from Jamis, rested on a low table to her right. She stared at it, thinking of how many hands had touched that metal.",Dune: The Sisterhood of Dune,0.22016713
"[6374, 6375]","Czigo moved back, elbowed the door latch. He grabbed Paul, dragged him across the seat, pushed him half out the door and held the knife posed.",Method and apparatus for securing an occupant of a vehicle,0.21970731
"[5319, 5320, 5321, 5322, 5323, 5324, 5325, 5326, 5327]","""He is having a setting made to match the jewel . . ."" ""We might try for a production increase next quarter . . ."" Jessica stared down at her plate, thinking of the coded part of Leto's message: ""The Harkonnens tried to get in a shipment of lasguns. We captured them. This may mean they've succeeded with other shipments. It certainly means they don't place much store in shields. Take appropriate precautions."" Jessica focused her mind on lasguns, wondering. The white-hot beams of disruptive light could cut through any known substance, provided that substance was not shielded.","DUNE CHRONICLES, BOOK 1: GOD EMPEROR OF DUNE",0.21905921
